#! FIELDS phi psi file.free
#! SET min_phi -3.14159
#! SET max_phi 3.14159
#! SET nbins_phi 100
#! SET periodic_phi true
#! SET min_psi -3.14159
#! SET max_psi 3.14159
#! SET nbins_psi 100
#! SET periodic_psi true
   -3.141593    -3.141593     10.050150
   -3.078761    -3.141593      8.495269
   -3.015929    -3.141593      7.200487
   -2.953097    -3.141593      6.147235
   -2.890265    -3.141593      5.315096
   -2.827433    -3.141593      4.682901
   -2.764602    -3.141593      4.222955
   -2.701770    -3.141593      3.883946
   -2.638938    -3.141593      3.572990
   -2.576106    -3.141593      3.178017
   -2.513274    -3.141593      2.658809
   -2.450442    -3.141593      2.107822
   -2.387610    -3.141593      1.681829
   -2.324779    -3.141593      1.509024
   -2.261947    -3.141593      1.662559
   -2.199115    -3.141593      2.169398
   -2.136283    -3.141593      3.015037
   -2.073451    -3.141593      4.130757
   -2.010619    -3.141593      5.367064
   -1.947787    -3.141593      6.492425
   -1.884956    -3.141593      7.291493
   -1.822124    -3.141593      7.720218
   -1.759292    -3.141593      7.926749
   -1.696460    -3.141593      8.130841
   -1.633628    -3.141593      8.509105
   -1.570796    -3.141593      9.142173
   -1.507964    -3.141593      9.979715
   -1.445133    -3.141593     10.793245
   -1.382301    -3.141593     11.288910
   -1.319469    -3.141593     11.493207
   -1.256637    -3.141593     11.740159
   -1.193805    -3.141593     12.289298
   -1.130973    -3.141593     13.227226
   -1.068142    -3.141593     14.506661
   -1.005310    -3.141593     15.941290
   -0.942478    -3.141593     17.242236
   -0.879646    -3.141593     18.273968
   -0.816814    -3.141593     19.219294
   -0.753982    -3.141593     20.332188
   -0.691150    -3.141593     21.754448
   -0.628319    -3.141593     23.534297
   -0.565487    -3.141593     25.668071
   -0.502655    -3.141593     28.104540
   -0.439823    -3.141593     30.720012
   -0.376991    -3.141593     33.283724
   -0.314159    -3.141593     35.523708
   -0.251327    -3.141593     37.352592
   -0.188496    -3.141593     38.954117
   -0.125664    -3.141593     40.477345
   -0.062832    -3.141593     41.953031
    0.000000    -3.141593     43.374649
    0.062832    -3.141593     44.647856
    0.125664    -3.141593     45.664697
    0.188496    -3.141593     46.363142
    0.251327    -3.141593     46.653710
    0.314159    -3.141593     46.677344
    0.376991    -3.141593     46.686787
    0.439823    -3.141593     46.688029
    0.502655    -3.141593     46.688029
    0.565487    -3.141593     46.688029
    0.628319    -3.141593     46.688029
    0.691150    -3.141593     46.688027
    0.753982    -3.141593     46.688026
    0.816814    -3.141593     46.688025
    0.879646    -3.141593     46.688024
    0.942478    -3.141593     46.688023
    1.005310    -3.141593     46.688024
    1.068142    -3.141593     46.688026
    1.130973    -3.141593     46.688027
    1.193805    -3.141593     46.688028
    1.256637    -3.141593     46.688029
    1.319469    -3.141593     46.688029
    1.382301    -3.141593     46.688029
    1.445133    -3.141593     46.688029
    1.507964    -3.141593     46.688029
    1.570796    -3.141593     46.688029
    1.633628    -3.141593     46.688029
    1.696460    -3.141593     46.688029
    1.759292    -3.141593     46.688029
    1.822124    -3.141593     46.688029
    1.884956    -3.141593     46.688029
    1.947787    -3.141593     46.688029
    2.010619    -3.141593     46.688029
    2.073451    -3.141593     46.688029
    2.136283    -3.141593     46.688029
    2.199115    -3.141593     46.688029
    2.261947    -3.141593     46.688029
    2.324779    -3.141593     46.688029
    2.387610    -3.141593     46.688029
    2.450442    -3.141593     45.562998
    2.513274    -3.141593     41.464299
    2.576106    -3.141593     37.085455
    2.638938    -3.141593     32.895928
    2.701770    -3.141593     28.995819
    2.764602    -3.141593     25.397837
    2.827433    -3.141593     22.100043
    2.890265    -3.141593     19.101215
    2.953097    -3.141593     16.400084
    3.015929    -3.141593     13.994248
    3.078761    -3.141593     11.879756

   -3.141593    -3.078761     10.382046
   -3.078761    -3.078761      8.820673
   -3.015929    -3.078761      7.519695
   -2.953097    -3.078761      6.460949
   -2.890265    -3.078761      5.622880
   -2.827433    -3.078761      4.981116
   -2.764602    -3.078761      4.505145
   -2.701770    -3.078761      4.148266
   -2.638938    -3.078761      3.837306
   -2.576106    -3.078761      3.487080
   -2.513274    -3.078761      3.059210
   -2.450442    -3.078761      2.612880
   -2.387610    -3.078761      2.272921
   -2.324779    -3.078761      2.158566
   -2.261947    -3.078761      2.348407
   -2.199115    -3.078761      2.879234
   -2.136283    -3.078761      3.748475
   -2.073451    -3.078761      4.902987
   -2.010619    -3.078761      6.210462
   -1.947787    -3.078761      7.440092
   -1.884956    -3.078761      8.338670
   -1.822124    -3.078761      8.820977
   -1.759292    -3.078761      9.040703
   -1.696460    -3.078761      9.242943
   -1.633628    -3.078761      9.619016
   -1.570796    -3.078761     10.259357
   -1.507964    -3.078761     11.134515
   -1.445133    -3.078761     12.052484
   -1.382301    -3.078761     12.715239
   -1.319469    -3.078761     13.062688
   -1.256637    -3.078761     13.385136
   -1.193805    -3.078761     13.965894
   -1.130973    -3.078761     14.917142
   -1.068142    -3.078761     16.205681
   -1.005310    -3.078761     17.654598
   -0.942478    -3.078761     18.978932
   -0.879646    -3.078761     20.033884
   -0.816814    -3.078761     20.991307
   -0.753982    -3.078761     22.104088
   -0.691150    -3.078761     23.514753
   -0.628319    -3.078761     25.269127
   -0.565487    -3.078761     27.354520
   -0.502655    -3.078761     29.703736
   -0.439823    -3.078761     32.175946
